step,size,trial,role,start_ns,end_ns,wait_ns,work_ns,handoff_ns,epilogue_ns,start_cycles,end_cycles,sm_id,tile_m,tile_n,cta,cluster,cta_rank,tile_ordinal,consumer,elapsed_ns,unmeasured_ns
8,2048,1,tma,1789333573911249600,1789333573911260128,8256,1216,0,0,168968690796740,168968690806881,82,4,5,44,44,0,0,0,10528,1056
8,2048,1,tma,1789333573911260256,1789333573911271456,9056,1152,0,0,168968690807016,168968690818076,82,8,8,44,44,0,1,0,11200,992
8,2048,1,tma,1789333573911249600,1789333573911260000,8096,1120,0,0,168968690796739,168968690806763,83,5,5,45,45,0,0,0,10400,1184
8,2048,1,tma,1789333573911260128,1789333573911271200,8800,1152,0,0,168968690806897,168968690817837,83,9,8,45,45,0,1,0,11072,1120
8,2048,1,tma,1789333573911249632,1789333573911260192,8320,1216,0,0,168968690796756,168968690806937,96,6,5,46,46,0,0,0,10560,1024
8,2048,1,tma,1789333573911260320,1789333573911271584,8960,1184,0,0,168968690807072,168968690818194,96,10,8,46,46,0,1,0,11264,1120
8,2048,1,tma,1789333573911249600,1789333573911260160,8192,1152,0,0,168968690796745,168968690806910,97,7,5,47,47,0,0,0,10560,1216
8,2048,1,tma,1789333573911260288,1789333573911271456,8992,1120,0,0,168968690807043,168968690818076,97,11,8,47,47,0,1,0,11168,1056
8,2048,1,tma,1789333573911249600,1789333573911260192,8256,1184,0,0,168968690796753,168968690806935,110,0,6,48,48,0,0,0,10592,1152
8,2048,1,tma,1789333573911260320,1789333573911271552,8960,1152,0,0,168968690807069,168968690818178,110,12,8,48,48,0,1,0,11232,1120
8,2048,1,tma,1789333573911249632,1789333573911260192,8288,1184,0,0,168968690796762,168968690806941,111,1,6,49,49,0,0,0,10560,1088
8,2048,1,tma,1789333573911260320,1789333573911271552,9056,1120,0,0,168968690807073,168968690818185,111,13,8,49,49,0,1,0,11232,1056
8,2048,1,tma,1789333573911249600,1789333573911260000,8160,1216,0,0,168968690796731,168968690806755,124,2,6,50,50,0,0,0,10400,1024
8,2048,1,tma,1789333573911260128,1789333573911271328,9088,1120,0,0,168968690806890,168968690817978,124,14,8,50,50,0,1,0,11200,992
8,2048,1,tma,1789333573911249600,1789333573911260000,8192,1248,0,0,168968690796732,168968690806757,125,3,6,51,51,0,0,0,10400,960
8,2048,1,tma,1789333573911260128,1789333573911271328,9088,1152,0,0,168968690806889,168968690817967,125,15,8,51,51,0,1,0,11200,960
8,2048,1,tma,1789333573911249600,1789333573911259776,8064,1248,0,0,170699517555774,170699517565850,6,4,6,52,52,0,0,0,10176,864
8,2048,1,tma,1789333573911259936,1789333573911270752,8800,1056,0,0,170699517565984,170699517576984,6,8,9,52,52,0,1,0,10816,960
8,2048,1,tma,1789333573911249600,1789333573911259776,7968,1152,0,0,170699517555778,170699517565815,7,5,6,53,53,0,0,0,10176,1056
8,2048,1,tma,1789333573911259904,1789333573911270752,8736,1152,0,0,170699517565950,170699517576992,7,9,9,53,53,0,1,0,10848,960
8,2048,1,tma,1789333573911249600,1789333573911259776,8096,1152,0,0,170699517555784,170699517565814,22,6,6,54,54,0,0,0,10176,928
8,2048,1,tma,1789333573911259904,1789333573911270880,8608,1280,0,0,170699517565949,170699517577106,22,10,9,54,54,0,1,0,10976,1088
8,2048,1,tma,1789333573911249600,1789333573911259776,7968,1248,0,0,170699517555793,170699517565829,23,7,6,55,55,0,0,0,10176,960
8,2048,1,tma,1789333573911259904,1789333573911270880,8640,1184,0,0,170699517565963,170699517577089,23,11,9,55,55,0,1,0,10976,1152
8,2048,1,tma,1789333573911249600,1789333573911259744,8032,1152,0,0,170699517555791,170699517565799,38,0,7,56,56,0,0,0,10144,960
8,2048,1,tma,1789333573911259872,1789333573911270880,8736,1280,0,0,170699517565937,170699517577089,38,12,9,56,56,0,1,0,11008,992
8,2048,1,tma,1789333573911249600,1789333573911259808,8032,1184,0,0,170699517555792,170699517565858,39,1,7,57,57,0,0,0,10208,992
8,2048,1,tma,1789333573911259936,1789333573911270848,8672,1088,0,0,170699517565992,170699517577067,39,13,9,57,57,0,1,0,10912,1152
8,2048,1,tma,1789333573911249632,1789333573911259904,8032,1248,0,0,170699517555804,170699517565955,54,2,7,58,58,0,0,0,10272,992
8,2048,1,tma,1789333573911260032,1789333573911270976,8672,1184,0,0,170699517566089,170699517577184,54,14,9,58,58,0,1,0,10944,1088
8,2048,1,tma,1789333573911249632,1789333573911259872,8128,1120,0,0,170699517555809,170699517565925,55,3,7,59,59,0,0,0,10240,992
8,2048,1,tma,1789333573911260000,1789333573911270944,8768,1120,0,0,170699517566060,170699517577150,55,15,9,59,59,0,1,0,10944,1056
8,2048,1,tma,1789333573911249600,1789333573911259776,7968,1216,0,0,170699517555778,170699517565847,70,4,7,60,60,0,0,0,10176,992
8,2048,1,tma,1789333573911259936,1789333573911270816,8864,1056,0,0,170699517565982,170699517577051,70,8,10,60,60,0,1,0,10880,960
8,2048,1,tma,1789333573911249600,1789333573911259744,8064,1152,0,0,170699517555779,170699517565813,71,5,7,61,61,0,0,0,10144,928
8,2048,1,tma,1789333573911259904,1789333573911270784,8704,1056,0,0,170699517565950,170699517577011,71,9,10,61,61,0,1,0,10880,1120
8,2048,1,tma,1789333573911249600,1789333573911259744,8064,1088,0,0,170699517555787,170699517565804,84,6,7,62,62,0,0,0,10144,992
8,2048,1,tma,1789333573911259872,1789333573911270848,8800,1024,0,0,170699517565938,170699517577059,84,10,10,62,62,0,1,0,10976,1152
8,2048,1,tma,1789333573911249600,1789333573911259744,8064,1184,0,0,170699517555790,170699517565808,85,7,7,63,63,0,0,0,10144,896
8,2048,1,tma,1789333573911259904,1789333573911270880,8672,1248,0,0,170699517565943,170699517577100,85,11,10,63,63,0,1,0,10976,1056
8,2048,1,tma,1789333573911249632,1789333573911259936,8032,1280,0,0,170699517555807,170699517565994,98,0,8,64,64,0,0,0,10304,992
8,2048,1,tma,1789333573911260064,1789333573911270944,8608,1184,0,0,170699517566128,170699517577157,98,12,10,64,64,0,1,0,10880,1088
8,2048,1,tma,1789333573911249632,1789333573911259936,8064,1120,0,0,170699517555796,170699517565981,99,1,8,65,65,0,0,0,10304,1120
8,2048,1,tma,1789333573911260064,1789333573911271008,8864,1088,0,0,170699517566117,170699517577245,99,13,10,65,65,0,1,0,10944,992
8,2048,1,tma,1789333573911249632,1789333573911259936,8128,1152,0,0,170699517555804,170699517565984,112,2,8,66,66,0,0,0,10304,1024
8,2048,1,tma,1789333573911260064,1789333573911270912,8768,1088,0,0,170699517566120,170699517577121,112,14,10,66,66,0,1,0,10848,992
8,2048,1,tma,1789333573911249632,1789333573911259936,8096,1248,0,0,170699517555813,170699517565991,113,3,8,67,67,0,0,0,10304,960
8,2048,1,tma,1789333573911260064,1789333573911270912,8704,1184,0,0,170699517566125,170699517577137,113,15,10,67,67,0,1,0,10848,960
8,2048,1,tma,1789333573911249600,1789333573911259744,7936,1280,0,0,170699517555782,170699517565809,126,4,8,68,68,0,0,0,10144,928
8,2048,1,tma,1789333573911259872,1789333573911270784,8640,1216,0,0,170699517565945,170699517577022,126,8,11,68,68,0,1,0,10912,1056
8,2048,1,tma,1789333573911249600,1789333573911259744,7968,1280,0,0,170699517555783,170699517565800,127,5,8,69,69,0,0,0,10144,896
8,2048,1,tma,1789333573911259872,1789333573911270784,8832,1088,0,0,170699517565935,170699517577027,127,9,11,69,69,0,1,0,10912,992
8,2048,1,tma,1789333573911249376,1789333573911260416,8544,1248,0,0,170309572020768,170309572030933,8,6,8,70,70,0,0,0,11040,1248
8,2048,1,tma,1789333573911260544,1789333573911271456,8544,1184,0,0,170309572031069,170309572042128,8,10,11,70,70,0,1,0,10912,1184
8,2048,1,tma,1789333573911249376,1789333573911260352,8576,1280,0,0,170309572020769,170309572030895,9,7,8,71,71,0,0,0,10976,1120
8,2048,1,tma,1789333573911260512,1789333573911271520,8992,1088,0,0,170309572031031,170309572042198,9,11,11,71,71,0,1,0,11008,928
8,2048,1,tma,1789333573911249376,1789333573911260352,8608,1248,0,0,170309572020778,170309572030904,24,0,9,72,72,0,0,0,10976,1120
8,2048,1,tma,1789333573911260512,1789333573911271520,8768,1088,0,0,170309572031036,170309572042181,24,12,11,72,72,0,1,0,11008,1152
8,2048,1,tma,1789333573911249376,1789333573911260416,8640,1408,0,0,170309572020785,170309572030940,25,1,9,73,73,0,0,0,11040,992
8,2048,1,tma,1789333573911260544,1789333573911271456,8704,1056,0,0,170309572031072,170309572042115,25,13,11,73,73,0,1,0,10912,1152
8,2048,1,tma,1789333573911249376,1789333573911260320,8384,1344,0,0,170309572020785,170309572030853,40,2,9,74,74,0,0,0,10944,1216
8,2048,1,tma,1789333573911260480,1789333573911271520,8736,1152,0,0,170309572030989,170309572042180,40,14,11,74,74,0,1,0,11040,1152
8,2048,1,tma,1789333573911249376,1789333573911260320,8576,1280,0,0,170309572020786,170309572030862,41,3,9,75,75,0,0,0,10944,1088
8,2048,1,tma,1789333573911260480,1789333573911271456,8768,1024,0,0,170309572030996,170309572042111,41,15,11,75,75,0,1,0,10976,1184
8,2048,1,tma,1789333573911249408,1789333573911260384,8512,1376,0,0,170309572020798,170309572030917,56,4,9,76,76,0,0,0,10976,1088
8,2048,1,tma,1789333573911260544,1789333573911271456,8800,1152,0,0,170309572031052,170309572042126,56,8,12,76,76,0,1,0,10912,960
8,2048,1,tma,1789333573911249408,1789333573911260384,8512,1344,0,0,170309572020803,170309572030913,57,5,9,77,77,0,0,0,10976,1120
8,2048,1,tma,1789333573911260544,1789333573911271456,8736,1248,0,0,170309572031048,170309572042125,57,9,12,77,77,0,1,0,10912,928
8,2048,1,tma,1789333573911249376,1789333573911260352,8512,1184,0,0,170309572020772,170309572030875,72,6,9,78,78,0,0,0,10976,1280
8,2048,1,tma,1789333573911260480,1789333573911271328,8736,1056,0,0,170309572031008,170309572041987,72,10,12,78,78,0,1,0,10848,1056
8,2048,1,tma,1789333573911249376,1789333573911260384,8608,1344,0,0,170309572020773,170309572030907,73,7,9,79,79,0,0,0,11008,1056
8,2048,1,tma,1789333573911260512,1789333573911271424,8672,1088,0,0,170309572031044,170309572042097,73,11,12,79,79,0,1,0,10912,1152
8,2048,1,tma,1789333573911249376,1789333573911260384,8608,1280,0,0,170309572020778,170309572030911,86,0,10,80,80,0,0,0,11008,1120
8,2048,1,tma,1789333573911260544,1789333573911271616,8896,1088,0,0,170309572031045,170309572042281,86,12,12,80,80,0,1,0,11072,1088
8,2048,1,tma,1789333573911249408,1789333573911260384,8480,1344,0,0,170309572020787,170309572030899,87,1,10,81,81,0,0,0,10976,1152
8,2048,1,tma,1789333573911260512,1789333573911271488,8800,1184,0,0,170309572031034,170309572042150,87,13,12,81,81,0,1,0,10976,992
8,2048,1,tma,1789333573911249408,1789333573911260480,8544,1184,0,0,170309572020801,170309572030983,100,2,10,82,82,0,0,0,11072,1344
8,2048,1,tma,1789333573911260608,1789333573911271488,8672,1216,0,0,170309572031116,170309572042136,100,14,12,82,82,0,1,0,10880,992
8,2048,1,tma,1789333573911249408,1789333573911260480,8672,1216,0,0,170309572020790,170309572030985,101,3,10,83,83,0,0,0,11072,1184
8,2048,1,tma,1789333573911260608,1789333573911271552,8928,1216,0,0,170309572031117,170309572042212,101,15,12,83,83,0,1,0,10944,800
8,2048,1,tma,1789333573911249408,1789333573911260448,8704,1152,0,0,170309572020798,170309572030971,114,4,10,84,84,0,0,0,11040,1184
8,2048,1,tma,1789333573911260608,1789333573911271488,8672,1056,0,0,170309572031105,170309572042149,114,8,13,84,84,0,1,0,10880,1152
8,2048,1,tma,1789333573911249408,1789333573911260448,8608,1216,0,0,170309572020805,170309572030979,115,5,10,85,85,0,0,0,11040,1216
8,2048,1,tma,1789333573911260608,1789333573911271456,8800,1088,0,0,170309572031111,170309572042113,115,9,13,85,85,0,1,0,10848,960
8,2048,1,tma,1789333573911249376,1789333573911260384,8608,1280,0,0,170309572020781,170309572030912,128,6,10,86,86,0,0,0,11008,1120
8,2048,1,tma,1789333573911260544,1789333573911271520,8640,1120,0,0,170309572031046,170309572042167,128,10,13,86,86,0,1,0,10976,1216
8,2048,1,tma,1789333573911249376,1789333573911260352,8640,1280,0,0,170309572020784,170309572030889,129,7,10,87,87,0,0,0,10976,1056
8,2048,1,tma,1789333573911260512,1789333573911271488,8704,1184,0,0,170309572031024,170309572042142,129,11,13,87,87,0,1,0,10976,1088
8,2048,1,tma,1789333573911249600,1789333573911259872,8128,1184,0,0,170620771962095,170620771972243,10,0,11,88,88,0,0,0,10272,960
